,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,id_mix
5767,No,42,Yes,Artist,9.0,Low,1.0,Cat_6,C,F_461862
5768,No,31,Yes,Healthcare,,Low,4.0,Cat_6,D,F_462136
5769,No,19,No,Entertainment,1.0,Low,6.0,Cat_4,C,M_464676
5770,Yes,36,Yes,Artist,,Average,2.0,Cat_6,C,M_461601
5771,Yes,43,Yes,Engineer,5.0,High,2.0,Cat_3,A,M_466465
5772,No,32,No,Doctor,9.0,Low,4.0,Cat_3,D,M_462067
5773,No,40,Yes,Artist,8.0,Low,2.0,Cat_3,B,M_460549
5774,Yes,48,Yes,Engineer,0.0,High,2.0,Cat_4,B,F_466732
5775,No,38,Yes,Doctor,7.0,Low,1.0,Cat_6,C,M_467579
5776,Yes,68,No,Lawyer,2.0,Low,3.0,Cat_4,A,M_465824
5777,No,38,Yes,Marketing,,Low,4.0,Cat_4,D,F_464637
5778,Yes,35,Yes,Artist,2.0,Low,3.0,Cat_2,B,M_463343
5779,No,52,Yes,Artist,,Low,1.0,Cat_6,C,F_467206
5780,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,C,M_466756
5781,No,26,Yes,Healthcare,1.0,Low,5.0,Cat_6,B,F_462386
5782,No,28,Yes,Artist,5.0,Low,4.0,Cat_6,D,F_467402
5783,Yes,75,No,Lawyer,1.0,Low,1.0,Cat_4,D,M_464976
5784,Yes,25,No,Entertainment,2.0,Low,2.0,Cat_6,D,F_464983
5785,Yes,35,Yes,Artist,8.0,Average,2.0,Cat_6,C,F_466974
5786,Yes,56,Yes,Doctor,0.0,Low,1.0,Cat_6,A,M_462866
5787,Yes,41,Yes,Entertainment,2.0,Average,2.0,Cat_6,A,M_466453
5788,No,37,Yes,Marketing,,Low,1.0,Cat_6,A,M_463529
5789,No,36,Yes,Healthcare,1.0,Low,2.0,Cat_6,A,F_463651
5790,No,31,Yes,Artist,0.0,Low,2.0,Cat_6,A,F_463555
5791,Yes,68,No,Lawyer,0.0,Low,2.0,Cat_6,D,M_464314
5792,No,30,No,Healthcare,1.0,Low,4.0,Cat_2,D,M_461350
5793,Yes,62,No,Artist,1.0,Average,2.0,Cat_6,C,M_462354
5794,No,39,Yes,Homemaker,10.0,Low,1.0,Cat_2,D,F_462145
5795,Yes,72,No,Lawyer,0.0,High,7.0,Cat_3,D,F_461041
5796,No,31,Yes,Healthcare,1.0,Low,3.0,Cat_6,C,M_461946
5797,Yes,65,Yes,Artist,1.0,Average,4.0,Cat_6,C,F_466105
5798,Yes,68,Yes,Artist,1.0,Low,1.0,Cat_6,A,M_467598
5799,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,B,M_464639
5800,Yes,52,Yes,Entertainment,,Low,2.0,Cat_3,B,F_463143
5801,No,28,No,Healthcare,8.0,Low,4.0,Cat_3,C,F_465791
5802,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,B,M_464418
5803,Yes,77,Yes,Artist,1.0,High,2.0,Cat_6,A,M_460782
5804,No,42,Yes,Artist,13.0,Low,1.0,Cat_6,C,F_467425
5805,No,31,Yes,Healthcare,14.0,Low,4.0,Cat_6,B,M_461986
5806,No,21,No,Doctor,,Low,4.0,Cat_6,C,M_461306
5807,No,85,Yes,Lawyer,0.0,Low,3.0,Cat_6,A,F_465554
5808,No,26,Yes,Artist,1.0,Low,2.0,Cat_6,A,M_467030
5809,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,B,F_461753
5810,Yes,76,Yes,Artist,1.0,High,2.0,Cat_6,C,F_464142
5811,No,37,No,Homemaker,9.0,Low,1.0,Cat_6,D,F_467047
5812,No,33,No,Doctor,2.0,Low,4.0,Cat_6,A,M_461863
5813,Yes,52,No,Doctor,,Average,4.0,Cat_3,B,M_460476
5814,Yes,40,Yes,Artist,0.0,Low,1.0,Cat_6,B,F_464176
5815,No,79,No,Lawyer,0.0,Low,1.0,Cat_4,D,M_463989
5816,No,47,Yes,Engineer,0.0,Low,3.0,Cat_6,A,M_462356
5817,Yes,78,No,Entertainment,3.0,Average,2.0,Cat_6,A,F_459871
5818,Yes,50,Yes,Executive,0.0,High,4.0,Cat_6,C,M_466889
5819,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_6,B,F_465948
5820,Yes,47,Yes,Homemaker,,Low,1.0,Cat_6,B,M_461496
5821,No,37,No,Artist,0.0,Low,2.0,Cat_6,D,F_462002
5822,Yes,35,No,Artist,11.0,Low,2.0,Cat_4,A,F_462592
5823,Yes,51,No,Executive,9.0,Average,3.0,Cat_4,A,M_465816
5824,No,51,Yes,Artist,1.0,Low,1.0,Cat_6,B,F_464343
5825,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6,C,F_459692
5826,Yes,80,No,Lawyer,7.0,Low,,Cat_3,C,M_460543
5827,Yes,77,No,Lawyer,0.0,Low,1.0,Cat_6,A,M_463206
5828,Yes,60,Yes,Artist,0.0,Low,3.0,Cat_6,C,M_467565
5829,Yes,53,Yes,Artist,,Average,3.0,Cat_6,C,F_467691
5830,Yes,43,Yes,Doctor,0.0,Low,1.0,Cat_6,B,F_459520
5831,Yes,49,No,,11.0,Low,2.0,Cat_3,A,F_460816
5832,No,30,No,Healthcare,8.0,Low,3.0,Cat_6,A,M_464120
5833,Yes,42,No,Executive,,Average,2.0,Cat_3,A,M_463276
5834,Yes,62,Yes,Artist,1.0,Low,4.0,Cat_4,C,F_462398
5835,,22,No,Healthcare,1.0,High,,Cat_3,D,M_461006
5836,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_3,B,F_463194
5837,Yes,66,Yes,Lawyer,0.0,Low,1.0,Cat_6,D,M_462974
5838,Yes,25,No,Executive,0.0,High,3.0,Cat_1,A,M_463414
5839,No,26,Yes,Healthcare,1.0,Low,5.0,Cat_6,D,M_460958
5840,Yes,42,Yes,Executive,,High,4.0,Cat_6,B,M_463493
5841,Yes,52,Yes,Healthcare,0.0,Average,4.0,Cat_6,C,M_467540
5842,No,18,No,Healthcare,5.0,Low,4.0,Cat_6,D,F_466562
5843,Yes,58,Yes,Artist,1.0,Average,2.0,Cat_6,C,F_459195
5844,Yes,37,Yes,,0.0,Average,4.0,Cat_6,B,M_463352
5845,Yes,39,No,Executive,2.0,High,5.0,Cat_6,B,M_463948
5846,Yes,19,No,Executive,0.0,High,3.0,Cat_4,A,M_464949
5847,Yes,46,No,Engineer,9.0,Average,1.0,Cat_4,A,F_461969
5848,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,C,M_462127
5849,Yes,41,No,Artist,0.0,Average,2.0,Cat_6,B,M_467512
5850,No,25,Yes,Healthcare,0.0,Low,1.0,Cat_6,D,M_461366
5851,Yes,50,No,Artist,1.0,Average,5.0,Cat_4,B,M_464674
5852,Yes,30,No,Artist,1.0,Average,2.0,Cat_3,D,F_460540
5853,Yes,59,Yes,Artist,1.0,Low,,Cat_6,A,M_466813
5854,Yes,52,Yes,Artist,0.0,Average,4.0,Cat_6,C,F_459228
5855,No,31,No,Doctor,4.0,Low,7.0,Cat_4,D,M_462615
5856,Yes,80,Yes,Lawyer,0.0,Low,1.0,Cat_6,D,M_460712
5857,Yes,51,Yes,Artist,1.0,Average,4.0,Cat_6,B,M_462945
5858,Yes,39,Yes,Artist,2.0,Average,4.0,Cat_6,C,F_459200
5859,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,B,M_465087
5860,No,23,No,Healthcare,,Low,5.0,Cat_6,D,M_459108
5861,Yes,53,Yes,Artist,4.0,Average,5.0,Cat_6,C,F_467760
5862,Yes,33,Yes,Executive,11.0,High,9.0,Cat_4,A,M_464726
5863,Yes,69,Yes,Lawyer,0.0,High,4.0,Cat_6,C,M_462146
5864,No,33,No,Doctor,1.0,Low,3.0,Cat_6,D,F_464188
5865,Yes,52,Yes,Engineer,,Average,3.0,Cat_3,B,F_461055
5866,Yes,48,No,Executive,9.0,Average,3.0,Cat_2,B,F_461718
5867,Yes,28,No,Doctor,8.0,Low,2.0,Cat_6,A,M_467667
5868,No,29,Yes,Artist,8.0,Low,1.0,Cat_6,B,F_461997
5869,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_4,B,F_460361
5870,No,40,No,Doctor,14.0,Low,6.0,Cat_7,D,F_460315
5871,Yes,72,No,Lawyer,0.0,High,2.0,,A,M_463021
5872,Yes,63,No,Artist,1.0,Average,4.0,Cat_6,C,F_467739
5873,No,27,Yes,Entertainment,0.0,Low,4.0,Cat_2,C,M_463937
5874,Yes,38,No,Doctor,9.0,Average,5.0,Cat_4,D,F_462598
5875,Yes,59,Yes,Artist,4.0,High,4.0,Cat_6,B,M_467742
5876,Yes,38,Yes,Doctor,11.0,Average,3.0,Cat_6,A,M_462918
5877,No,22,No,Doctor,1.0,Low,4.0,Cat_7,B,F_465308
5878,No,25,No,Doctor,3.0,Low,4.0,Cat_3,C,F_463396
5879,Yes,49,Yes,Artist,1.0,Low,1.0,Cat_6,A,M_466967
5880,Yes,45,Yes,Artist,0.0,Average,2.0,Cat_6,C,M_465145
5881,No,21,No,Marketing,7.0,Low,3.0,Cat_6,B,M_466611
5882,No,26,No,Engineer,0.0,Low,3.0,Cat_6,D,F_463117
5883,Yes,52,Yes,Artist,8.0,Average,4.0,Cat_6,A,F_462056
5884,No,27,Yes,Entertainment,1.0,Low,5.0,Cat_4,D,M_465514
5885,No,32,No,Healthcare,12.0,Low,4.0,Cat_6,D,M_460310
5886,Yes,89,Yes,Lawyer,1.0,High,2.0,Cat_6,A,F_461662
5887,Yes,39,Yes,Artist,1.0,Average,2.0,Cat_6,C,M_464448
5888,Yes,41,Yes,Artist,3.0,Average,3.0,Cat_6,C,F_461473
5889,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,B,M_461587
5890,Yes,45,Yes,Artist,7.0,Low,2.0,Cat_2,A,M_459021
5891,No,40,Yes,Entertainment,14.0,Low,1.0,Cat_6,A,F_465861
5892,No,26,Yes,Artist,1.0,Low,2.0,Cat_6,D,F_465874
5893,No,63,Yes,Healthcare,3.0,Low,1.0,Cat_6,B,F_460325
5894,No,40,No,Entertainment,12.0,Low,4.0,Cat_6,A,F_460333
5895,No,53,Yes,Entertainment,4.0,Low,1.0,Cat_6,A,M_467043
5896,No,41,Yes,Doctor,1.0,Low,,Cat_6,B,F_461937
5897,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,D,F_467262
5898,No,32,No,,0.0,Low,4.0,Cat_4,C,F_465794
5899,Yes,30,Yes,Artist,,Low,1.0,Cat_7,B,M_460421
5900,Yes,60,Yes,Engineer,4.0,Average,4.0,Cat_2,B,F_462180
5901,Yes,59,Yes,Entertainment,7.0,Average,2.0,Cat_6,B,F_462681
5902,Yes,72,No,Entertainment,1.0,Average,3.0,Cat_6,C,M_465461
5903,No,63,Yes,Artist,4.0,Low,1.0,Cat_6,A,M_459356
5904,No,42,Yes,Artist,1.0,Low,2.0,Cat_6,A,F_459216
5905,Yes,53,No,Executive,0.0,High,2.0,Cat_6,B,M_465283
5906,Yes,81,No,Executive,9.0,High,2.0,Cat_6,C,M_467450
5907,Yes,76,Yes,Lawyer,5.0,High,3.0,Cat_6,A,F_465296
5908,No,40,Yes,Entertainment,,Low,1.0,Cat_6,D,F_461239
5909,No,28,No,Healthcare,1.0,Low,2.0,Cat_4,A,F_463870
5910,No,27,Yes,Doctor,0.0,Low,2.0,Cat_3,A,M_467550
5911,No,41,Yes,Engineer,,Low,1.0,Cat_6,A,F_459382
5912,No,29,Yes,Entertainment,,Low,1.0,Cat_6,D,M_463134
5913,No,43,Yes,Artist,11.0,Low,1.0,Cat_3,B,M_459917
5914,Yes,57,Yes,Entertainment,1.0,Average,4.0,Cat_6,B,M_463037
5915,No,31,No,Healthcare,9.0,Low,1.0,Cat_6,D,F_461209
5916,No,68,Yes,Lawyer,1.0,Low,1.0,Cat_6,D,M_461524
5917,Yes,46,No,Executive,0.0,High,4.0,Cat_6,A,M_465038
5918,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,A,M_461849
5919,Yes,51,Yes,Artist,5.0,Average,3.0,Cat_6,B,M_459654
5920,No,19,No,Healthcare,1.0,Low,4.0,Cat_2,D,M_463620
5921,No,26,,Healthcare,9.0,Low,4.0,Cat_6,D,F_466862
5922,No,32,Yes,Healthcare,,Low,5.0,Cat_2,D,F_463794
5923,Yes,62,Yes,Doctor,1.0,High,2.0,Cat_6,C,M_461743
5924,Yes,47,Yes,Artist,1.0,Average,2.0,Cat_6,C,M_466994
5925,Yes,28,Yes,Homemaker,13.0,Average,2.0,Cat_6,B,M_467210
5926,No,48,No,Entertainment,2.0,Low,,Cat_4,D,F_460059
5927,Yes,61,Yes,Entertainment,0.0,Average,2.0,Cat_6,C,M_466946
5928,No,25,No,Marketing,1.0,Low,4.0,Cat_4,B,F_462189
5929,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_4,B,M_466011
5930,Yes,38,No,Artist,1.0,Low,2.0,Cat_6,B,M_462162
5931,Yes,28,Yes,Healthcare,9.0,High,2.0,Cat_6,B,M_463977
5932,,27,No,Engineer,1.0,Low,1.0,Cat_5,A,F_466692
5933,Yes,56,Yes,Executive,0.0,High,4.0,Cat_6,B,M_465232
5934,No,25,No,Marketing,0.0,Low,3.0,Cat_3,A,M_461018
5935,No,37,Yes,Artist,7.0,Low,2.0,Cat_3,B,F_465607
5936,Yes,50,Yes,Doctor,0.0,Average,2.0,Cat_7,C,F_467801
5937,Yes,48,Yes,Artist,3.0,Low,1.0,Cat_6,A,F_465858
5938,No,48,Yes,Artist,0.0,Low,1.0,Cat_6,A,M_467117
5939,Yes,48,Yes,Artist,0.0,High,4.0,Cat_6,B,M_462762
5940,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_3,B,M_462973
5941,Yes,36,Yes,Artist,9.0,Average,2.0,Cat_6,B,M_466551
5942,Yes,63,Yes,Artist,1.0,Low,1.0,Cat_6,C,M_461569
5943,Yes,36,Yes,Artist,1.0,Average,4.0,Cat_6,C,M_459253
5944,Yes,37,Yes,Artist,6.0,Low,2.0,Cat_6,C,M_467755
5945,No,42,Yes,Entertainment,2.0,Low,3.0,Cat_6,B,M_459943
5946,Yes,39,No,Doctor,1.0,High,2.0,Cat_6,A,M_465480
5947,No,28,No,Executive,0.0,Low,1.0,Cat_2,A,F_466029
5948,Yes,40,Yes,Healthcare,0.0,Low,1.0,Cat_6,D,M_466806
5949,Yes,88,Yes,Lawyer,0.0,Low,2.0,Cat_6,C,F_466214
5950,Yes,57,Yes,Executive,7.0,High,2.0,Cat_4,C,M_462782
5951,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C,F_461479
5952,,43,No,Engineer,8.0,Average,5.0,Cat_4,A,F_461027
5953,No,28,No,Marketing,1.0,Low,4.0,Cat_3,D,F_460494
5954,Yes,42,No,Homemaker,8.0,Average,4.0,Cat_3,C,F_460565
5955,No,18,No,Healthcare,6.0,Low,7.0,Cat_6,D,M_465247
5956,No,27,No,Engineer,0.0,Low,2.0,Cat_6,D,F_465993
5957,Yes,62,Yes,Artist,,Average,3.0,Cat_6,C,F_459463
5958,Yes,68,No,Artist,0.0,Low,1.0,Cat_6,C,M_460170
5959,Yes,42,Yes,Entertainment,0.0,Average,2.0,Cat_4,A,M_463200
5960,No,18,No,Healthcare,7.0,Low,4.0,Cat_6,D,M_458986
5961,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,C,M_467390
5962,Yes,48,Yes,Artist,0.0,High,4.0,Cat_6,C,F_459349
5963,Yes,35,Yes,Entertainment,1.0,Low,2.0,Cat_6,A,M_467144
5964,Yes,56,Yes,Entertainment,0.0,Average,2.0,Cat_6,C,M_460750
5965,Yes,88,Yes,Lawyer,1.0,Low,,Cat_6,D,F_464263
5966,Yes,25,No,Engineer,,Average,3.0,Cat_4,D,M_462644
5967,Yes,43,Yes,Doctor,6.0,Low,1.0,Cat_3,B,F_463386
5968,No,25,No,Healthcare,1.0,Low,4.0,Cat_6,D,M_463770
5969,Yes,78,No,Lawyer,1.0,Low,1.0,Cat_6,C,F_459434
5970,Yes,53,Yes,Artist,4.0,Average,6.0,Cat_6,C,F_467417
5971,Yes,33,Yes,Doctor,10.0,Average,2.0,Cat_2,D,M_461048
5972,No,49,Yes,Artist,1.0,Low,1.0,Cat_6,C,M_461428
5973,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,A,F_461213
5974,Yes,65,Yes,Doctor,5.0,Low,,Cat_4,A,M_464975
5975,Yes,51,Yes,Entertainment,4.0,Average,2.0,Cat_2,C,M_461565
5976,No,19,No,Doctor,1.0,Low,2.0,Cat_4,D,M_462213
5977,Yes,41,Yes,Artist,4.0,Average,3.0,Cat_6,B,M_467716
5978,No,57,Yes,Doctor,0.0,Low,2.0,Cat_6,B,F_460285
5979,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,B,F_461455
5980,No,40,No,Engineer,8.0,Low,1.0,Cat_6,A,F_467920
5981,No,26,Yes,Healthcare,0.0,Low,5.0,Cat_6,D,M_467244
5982,Yes,86,Yes,Lawyer,,Low,2.0,Cat_6,A,M_463107
5983,Yes,52,Yes,Artist,,Average,2.0,Cat_6,B,M_463460
5984,Yes,50,Yes,Engineer,0.0,Average,2.0,Cat_6,C,F_462976
5985,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,A,M_467669
5986,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,B,M_461589
5987,Yes,36,Yes,Entertainment,2.0,Average,2.0,Cat_3,A,M_463269
5988,Yes,22,No,Doctor,2.0,High,9.0,Cat_4,B,M_464815
5989,,23,No,Healthcare,0.0,Low,7.0,Cat_6,D,F_465552
5990,No,27,No,Engineer,1.0,Low,4.0,Cat_6,D,F_463587
5991,No,75,Yes,Lawyer,0.0,Low,2.0,Cat_6,C,F_467200
5992,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_6,D,M_462436
5993,Yes,51,Yes,Artist,1.0,Average,2.0,Cat_6,C,F_463207
5994,Yes,58,Yes,Artist,0.0,Average,4.0,Cat_3,B,F_463853
5995,Yes,50,Yes,Artist,8.0,Average,2.0,Cat_6,B,F_459443
5996,Yes,55,Yes,Homemaker,1.0,Average,4.0,Cat_6,C,M_466489
5997,No,30,No,Engineer,11.0,Low,1.0,Cat_4,D,F_464388
5998,No,29,Yes,Artist,,Low,1.0,Cat_4,D,M_467662
5999,Yes,69,Yes,Artist,0.0,Average,2.0,Cat_4,C,F_466832
6000,Yes,41,No,Marketing,1.0,High,5.0,Cat_3,A,F_464496
6001,Yes,47,No,Executive,0.0,High,5.0,Cat_6,B,M_465271
6002,Yes,76,Yes,Lawyer,1.0,Low,1.0,Cat_6,A,M_467621
6003,No,21,No,Healthcare,,Low,3.0,Cat_6,D,M_467526
6004,No,30,Yes,Artist,0.0,Low,1.0,Cat_6,A,F_464050
6005,Yes,35,Yes,Entertainment,,Average,2.0,Cat_3,C,M_460510
6006,No,33,Yes,Artist,3.0,Low,5.0,Cat_6,A,M_462339
6007,No,25,No,Engineer,,Low,3.0,Cat_6,A,M_467670
6008,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_4,D,F_464844
6009,Yes,25,No,Engineer,4.0,Average,5.0,Cat_4,D,F_464681
6010,Yes,38,Yes,Artist,,Low,3.0,Cat_6,D,F_467640
6011,Yes,56,Yes,Artist,,Low,2.0,Cat_6,B,M_459381
6012,No,21,No,Healthcare,,Low,3.0,Cat_3,D,F_461095
6013,Yes,47,Yes,Entertainment,1.0,Low,2.0,Cat_4,B,F_464963
6014,Yes,52,Yes,Executive,1.0,Average,6.0,Cat_6,B,M_461422
6015,Yes,63,Yes,Artist,1.0,High,3.0,Cat_6,C,F_460853
6016,Yes,39,No,Artist,0.0,High,3.0,Cat_6,B,F_461505
6017,No,20,No,Healthcare,4.0,Low,,,D,F_467832
6018,No,21,No,Healthcare,1.0,Low,4.0,Cat_3,D,M_466398
6019,Yes,42,Yes,Entertainment,,Low,5.0,Cat_3,B,M_465587
6020,No,38,No,Doctor,0.0,Low,5.0,Cat_3,D,M_467109
6021,No,43,Yes,Healthcare,2.0,Low,1.0,Cat_4,D,F_460350
6022,No,28,No,Homemaker,10.0,Low,1.0,Cat_6,D,F_466863
6023,No,21,No,Healthcare,4.0,Low,4.0,Cat_6,D,M_459767
6024,Yes,50,Yes,Artist,7.0,Average,2.0,Cat_6,C,M_465640
6025,Yes,72,Yes,Entertainment,,Average,2.0,Cat_6,B,M_462903
6026,No,25,No,Healthcare,0.0,Low,5.0,Cat_3,D,M_463631
6027,Yes,58,Yes,Artist,1.0,High,2.0,Cat_6,C,M_467797
6028,Yes,37,Yes,Artist,5.0,High,3.0,Cat_6,C,F_467818
6029,No,23,No,Healthcare,5.0,Low,5.0,Cat_2,D,M_459120
6030,,81,No,Executive,,High,2.0,Cat_4,A,M_464905
6031,No,23,No,Healthcare,0.0,Low,3.0,Cat_2,D,F_463326
6032,Yes,77,No,Lawyer,0.0,High,2.0,Cat_6,A,M_466493
6033,No,33,No,Doctor,,Low,2.0,Cat_6,A,F_466847
6034,Yes,35,Yes,Entertainment,1.0,Average,3.0,Cat_6,B,M_464396
6035,No,25,No,Healthcare,4.0,Low,3.0,Cat_4,D,M_463946
6036,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,D,M_466687
6037,Yes,42,Yes,Engineer,0.0,High,4.0,Cat_6,B,F_467908
6038,No,25,No,Executive,1.0,Low,3.0,Cat_6,D,F_461062
6039,No,33,No,Healthcare,1.0,Low,5.0,Cat_2,B,M_466526
6040,Yes,51,Yes,Entertainment,0.0,Average,5.0,Cat_6,C,M_464423
6041,No,31,No,Marketing,8.0,Low,4.0,Cat_6,D,F_465284
6042,No,32,No,Entertainment,12.0,Low,5.0,Cat_6,D,F_463530
6043,No,32,No,Doctor,0.0,Low,1.0,Cat_6,A,M_462415
6044,No,45,No,Marketing,0.0,Low,1.0,Cat_6,D,F_460066
6045,No,37,Yes,Engineer,1.0,Low,3.0,Cat_6,D,M_464242
6046,No,23,No,Healthcare,,Low,4.0,Cat_1,D,F_465259
6047,No,52,Yes,Artist,9.0,Low,1.0,Cat_6,B,F_460083
6048,Yes,42,No,Engineer,0.0,Average,2.0,Cat_6,A,F_461669
6049,Yes,59,Yes,Executive,1.0,High,5.0,Cat_6,C,M_461060
6050,Yes,66,Yes,Artist,0.0,Average,3.0,Cat_6,C,F_459198
6051,Yes,79,,Lawyer,1.0,Low,1.0,Cat_4,D,M_466163
6052,Yes,52,Yes,Engineer,0.0,Average,4.0,Cat_6,B,F_465362
6053,Yes,47,Yes,Executive,1.0,High,5.0,Cat_4,C,M_464678
6054,Yes,42,Yes,Artist,0.0,Average,3.0,Cat_7,A,M_464514
6055,Yes,48,Yes,Artist,1.0,Average,4.0,Cat_1,C,M_463848
6056,Yes,84,No,Lawyer,0.0,High,2.0,Cat_6,A,M_462495
6057,No,39,Yes,Artist,3.0,Low,1.0,Cat_6,A,F_462144
6058,Yes,61,No,Marketing,1.0,High,2.0,Cat_3,A,M_461000
6059,Yes,46,No,Artist,1.0,High,2.0,Cat_6,C,F_459319
6060,Yes,33,Yes,Engineer,2.0,Average,2.0,Cat_6,D,F_467581
6061,Yes,31,Yes,Marketing,7.0,High,4.0,Cat_2,A,F_463669
6062,Yes,41,No,Entertainment,9.0,High,2.0,Cat_4,A,F_460604
6063,,32,Yes,Doctor,,Average,2.0,Cat_4,A,M_464912
6064,Yes,66,Yes,Lawyer,5.0,Low,2.0,Cat_6,C,M_466645
6065,No,20,No,Healthcare,2.0,Low,4.0,Cat_6,D,M_459715
6066,Yes,43,No,Engineer,0.0,Average,2.0,Cat_1,C,M_463828
6067,No,28,No,Entertainment,6.0,Low,3.0,Cat_6,A,M_467438
6068,Yes,38,Yes,Artist,1.0,Average,4.0,Cat_6,B,F_463031
6069,Yes,42,Yes,Healthcare,5.0,Low,2.0,Cat_4,C,M_465219
6070,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,D,M_467497
6071,Yes,78,Yes,Lawyer,1.0,Low,1.0,Cat_6,D,M_462112
6072,Yes,69,Yes,Entertainment,1.0,High,3.0,Cat_6,B,M_461773
6073,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,B,F_465178
6074,Yes,47,Yes,Healthcare,0.0,Average,6.0,Cat_1,C,F_465599
6075,Yes,84,Yes,Lawyer,,High,2.0,Cat_6,A,M_459079
6076,Yes,58,Yes,Lawyer,1.0,High,4.0,Cat_1,C,F_460261
6077,No,21,,Healthcare,1.0,Low,5.0,Cat_3,D,M_466749
6078,No,23,No,Engineer,1.0,Low,,Cat_6,D,F_459037
6079,Yes,40,No,Executive,9.0,Average,2.0,Cat_6,D,M_465139
6080,No,19,No,Doctor,0.0,Low,3.0,Cat_4,D,F_465786
6081,No,40,Yes,Lawyer,1.0,Low,1.0,Cat_6,A,F_465847
6082,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,D,F_459977
6083,Yes,52,Yes,Healthcare,1.0,Low,2.0,Cat_6,D,M_461242
6084,Yes,45,No,Executive,3.0,High,4.0,Cat_4,D,M_464995
6085,No,33,Yes,Artist,8.0,Low,1.0,Cat_6,A,M_461508
6086,No,43,Yes,Artist,1.0,Low,2.0,Cat_4,B,M_459174
6087,Yes,39,Yes,Doctor,1.0,Low,2.0,Cat_4,B,M_465852
6088,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C,M_466892
6089,Yes,35,Yes,Artist,9.0,High,3.0,Cat_6,C,M_463693
6090,No,37,Yes,Executive,3.0,Low,1.0,Cat_6,D,M_464190
6091,No,40,Yes,Engineer,1.0,Low,4.0,Cat_6,D,F_459391
6092,No,28,No,Healthcare,0.0,Low,4.0,Cat_3,B,F_462390
6093,No,69,Yes,Marketing,8.0,Low,,Cat_6,A,M_467177
6094,Yes,27,Yes,Artist,6.0,Average,2.0,Cat_6,B,M_461343
6095,Yes,62,Yes,Executive,0.0,High,3.0,Cat_6,C,M_459661
6096,Yes,57,Yes,Artist,0.0,High,2.0,Cat_6,C,F_459854
6097,Yes,62,No,Executive,0.0,High,4.0,Cat_6,B,M_458995
6098,No,28,No,Marketing,0.0,Low,6.0,Cat_6,B,M_459751
6099,Yes,52,Yes,Artist,0.0,High,3.0,Cat_6,C,F_466951
6100,No,40,Yes,Healthcare,8.0,Low,1.0,Cat_6,A,F_459971
6101,No,53,Yes,Artist,0.0,Low,1.0,Cat_6,B,F_465370
6102,Yes,73,Yes,Lawyer,7.0,Low,2.0,Cat_6,A,F_462178
6103,Yes,26,No,Engineer,6.0,Low,2.0,Cat_3,D,F_463277
6104,Yes,53,Yes,Artist,6.0,Average,3.0,Cat_6,C,M_461836
6105,No,42,Yes,Doctor,0.0,Low,1.0,Cat_4,D,F_466836
6106,No,67,Yes,Engineer,0.0,Low,,Cat_6,D,F_464449
6107,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_6,C,F_461443
6108,Yes,68,Yes,Artist,1.0,Average,3.0,Cat_6,C,F_459222
6109,No,22,No,Healthcare,9.0,Low,5.0,Cat_4,D,M_459549
6110,Yes,65,Yes,Artist,1.0,Low,1.0,Cat_6,A,M_462292
6111,Yes,43,Yes,Artist,0.0,Low,4.0,Cat_6,D,M_467505
6112,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_6,B,M_463992
6113,Yes,89,No,Lawyer,1.0,High,2.0,Cat_6,B,M_459560
6114,Yes,37,Yes,Entertainment,0.0,Low,2.0,Cat_4,B,F_464944
6115,No,29,Yes,Healthcare,1.0,Low,2.0,Cat_6,D,M_459333
6116,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_4,D,M_467286
